,12.16,12.35,12.54,12.73,12.92,13.11,13.3,13.49,13.68,13.87,14.06,14.25,14.44,14.63,14.82,15.01,15.2,15.39,15.58,15.77,15.96,16.15,16.34,16.53,16.72,16.91,17.1,17.29,17.48,17.67,17.86,18.05,18.24,18.43,18.62,18.81,19,19.19,19.38,19.57,19.76,19.95,20.14,20.33,20.52,20.71,20.9,21.09,21.28,21.47,21.66,21.85,22.04,22.23,22.42,22.61,22.8,22.99,23.18,23.37,23.56,23.75,23.94,24.13,24.32,24.51,24.7,24.89,25.08,25.27,25.46,25.65,25.84,26.03,26.22,26.41,26.6,26.79,26.98,27.17,27.36,27.55,27.74,27.93,28.12,28.31,28.5,28.69,28.88,29.07,29.26,29.45,29.64,29.83,30.02,30.21,30.4,30.59,30.78,30.97,31.16,31.35,31.54,31.73,31.92,32.11,32.3,32.49,32.68,32.87,33.06,33.25,33.44,33.63,33.82,34.01,34.2,34.39,34.58,34.77,34.96,35.15,35.34,35.53,35.72,35.91,36.1,36.29,36.48,36.67,36.86,37.05,37.24,37.43,37.62,37.81,38,38.19,38.38,38.57,38.76,38.95,39.14,39.33,39.52,39.71,39.9,40.09,40.28,40.47,40.66,40.85,41.04,41.23,41.42,41.61,41.8,41.99,42.18,42.37,42.56,42.75,42.94,43.13,43.32,43.51,43.7,43.89,44.08,44.27,44.46,44.65,44.84,45.03,45.22,45.41,45.6,45.79,45.98,46.17,46.36,46.55,46.74,46.93,47.12,47.31,47.5,47.69,47.88,48.07,48.26,48.45,48.64,48.83,49.02,49.21,49.4,49.59,49.78,49.97,50.16,50.35,50.54,50.73,50.92,51.11,51.3,51.49,51.68,51.87,52.06,52.25,52.44,52.63,52.82,53.01,53.2,53.39,53.58,53.77,53.96,54.15,54.34,54.53,54.72,54.91,55.1,55.29,55.48,55.67,55.86,56.05,56.24,56.43,56.62,56.81,57,57.19,57.38,57.57,57.76,57.95,58.14,58.33,58.52,58.71,58.9,59.09,59.28,59.47,59.66,59.85,60.04,60.23,60.42,60.61,60.8,60.99,61.18,61.37,61.56,61.75,61.94,62.13,62.32,62.51,62.7,62.89,63.08,63.27,63.46,63.65,63.84,64.03,64.22,64.41,64.6,64.79,64.98,65.17,65.36,65.55,65.74,65.93,66.12,66.31,66.5,66.69,66.88,67.07,67.26,67.45,67.64,67.83,68.02,68.21,68.4,68.59,68.78,68.97,69.16,69.35,69.54,69.73,69.92,70.11,70.3,70.49,70.68,70.87,71.06,71.25,71.44,71.63,71.82,72.01,72.2,72.39,72.58,72.77,72.96,73.15,73.34,73.53,73.72,73.91,74.1,74.29,74.48,74.67,74.86,75.05,75.24,75.43,75.62,75.81,76,76.19,76.38,76.57,76.76,76.95,77.14,77.33,77.52,77.71,77.9,78.09,78.28,78.47,78.66,78.85,79.04,79.23,79.42,79.61,79.8,79.99,80.18,80.37,80.56,80.75,80.94,81.13,81.32,81.51,81.7,81.89,82.08,82.27,82.46,82.65,82.84,83.03,83.22,83.41,83.6,83.79,83.98,84.17,84.36,84.55,84.74,84.93,85.12,85.31,85.5,85.69,85.88,86.07,86.26,86.45,86.64,86.83,87.02,87.21,87.4,87.59,87.78,87.97,88.16,88.35,88.54,88.73,88.92,89.11,89.3,89.49,89.68,89.87,90.06,90.25,90.44,90.63,90.82,91.01,91.2,91.39,91.58,91.77,91.96,92.15,92.34,92.53,92.72,92.91,93.1,93.29,93.48,93.67,93.86,94.05,94.24,94.43,94.62,94.81,95,95.19,95.38,95.57,95.76,95.95,96.14,96.33,96.52,96.71,96.9,97.09,97.28,97.47,97.66,97.85,98.04,98.23,98.42,98.61,98.8,98.99,99.18,99.37,99.56,99.75,99.94,100.13,100.32,100.51,100.7,100.89,101.08,101.27,101.46,101.65,101.84,102.03,102.22,102.41,102.6,102.79,102.98,103.17,103.36,103.55,103.74,103.93,104.12,104.31,104.5,104.69,104.88,105.07,105.26,105.45,105.64,105.83,106.02,106.21,106.4,106.59,106.78,106.97,107.16,107.35,107.54,107.73,107.92,108.11,108.3,108.49,108.68,108.87,109.06,109.25,109.44,109.63,109.82,110.01,110.2,110.39,110.58,110.77,110.96,111.15,111.34,111.53,111.72,111.91,112.1,112.29,112.48,112.67,112.86,113.05,113.24,113.43,113.62,113.81,114,114.19,114.38,114.57,114.76,114.95,115.14,115.33,115.52,115.71,115.9,116.09,116.28,116.47,116.66,116.85,117.04,117.23,117.42,117.61,117.8,117.99,118.18,118.37,118.56,118.75,118.94,119.13,119.32,119.51,119.7,119.89,120.08,120.27,120.46,120.65,120.84,121.03,121.22,121.41,121.6,121.79,121.98,122.17,122.36,122.55,122.74,122.93,123.12,123.31,123.5,123.69,123.88,124.07,124.26,124.45,124.64,124.83,125.02,125.21,125.4,125.59,125.78,125.97,126.16,126.35,126.54,126.73,126.92,127.11,127.3,127.49,127.68,127.87,128.06,128.25,128.44,128.63,128.82,129.01
-93.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4582,50.5076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-93.42706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9528,,,,,50.1732,50.2226,50.2302,50.2606,50.3632,50.4126,50.4582,50.5076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-92.89013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8446,29.6304,44.42,50.2036,50.6254,50.69,50.7166,50.7432,50.6444,50.5152,50.4354,50.4088,50.6406,50.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-92.35319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1494,34.084,48.0224,50.3214,50.3632,50.405,50.4468,50.443,50.3708,50.4848,50.7356,,,,,,,,,,52.0618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-91.81625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8002,,,,,,50.1162,50.1998,50.2112,50.2302,51.2106,51.2562,,,,,,,,,,,,,,,,,,53.0498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-91.27932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7172,49.8958,50.4658,50.557,50.5152,50.4202,50.3214,50.4278,51.6932,51.4728,51.2524,51.0282,,,,,,,,,,,,,,,52.6204,,,,,,52.8636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-90.74238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7792,,,,,,,,,,,49.9832,49.854,49.7932,49.8654,,,,50.4088,50.4506,50.4924,,,,,,,,,,,,,,,,,,53.1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-90.20544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8806,49.9262,,,,,50.1998,50.4582,,,,,,,,,,,,,,53.502,53.6426,53.692,53.7338,53.7756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-89.6685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.55,,,,,49.816,50.1884,50.557,50.6558,50.5304,50.4164,50.3518,,,,,,,,53.1486,,,,,,,,,,,53.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
